folio,fecha,hora,hora_num,franja,municipio,coordinacion,incidente,familia,peso_violencia,latitud,longitud,geo_confianza
ECA26072302570,2026-07-23,10:45:00,10,matutina (06-14),ECATEPEC,ECATEPEC,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.5969,-99.01119,COORDENADA
ECA26072302582,2026-07-23,10:46:00,10,matutina (06-14),COYOTEPEC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.69311,-99.20534,COORDENADA
ECA26072302600,2026-07-23,10:49:00,10,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.60925,-98.98581,COORDENADA
ECA26072302616,2026-07-23,10:51:00,10,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.61836,-99.30173,COORDENADA
ECA26072302640,2026-07-23,10:55:00,10,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.65523,-99.21083,COORDENADA
ECA26072302642,2026-07-23,10:55:00,10,matutina (06-14),ECATEPEC,ECATEPEC,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.61048,-99.05533,COORDENADA
ECA26072302646,2026-07-23,10:56:00,10,matutina (06-14),CHIMALHUACAN,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.43512,-98.935425,COORDENADA
ECA26072302685,2026-07-23,11:01:00,11,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.611242,-99.3006,COORDENADA
ECA26072302751,2026-07-23,11:06:00,11,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.6104,-98.9826,COORDENADA
ECA26072302777,2026-07-23,11:09:00,11,matutina (06-14),TECAMAC,ECATEPEC,ROBO A TRANSPORTISTA O VEHICULO COMERCIAL CON VIOLENCIA,robo_violento,2.0,19.71515,-98.96386,COORDENADA
ECA26072302778,2026-07-23,11:09:00,11,matutina (06-14),TECAMAC,ECATEPEC,ROBO A TRANSPORTISTA O VEHICULO COMERCIAL CON VIOLENCIA,robo_violento,2.0,19.714392,-98.963795,COORDENADA
ECA26072302836,2026-07-23,11:14:00,11,matutina (06-14),ZUMPANGO,ECATEPEC,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.77782,-99.11376,COORDENADA
ECA26072302843,2026-07-23,11:14:00,11,matutina (06-14),HUEHUETOCA,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.881377,-99.200038,COORDENADA
ECA26072302952,2026-07-23,11:28:00,11,matutina (06-14),LA PAZ,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.382255,-98.93676,COORDENADA
ECA26072302977,2026-07-23,11:31:00,11,matutina (06-14),CUAUTITLAN IZCALLI,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.656285,-99.22285,COORDENADA
ECA26072303003,2026-07-23,11:35:00,11,matutina (06-14),TULTEPEC,ECATEPEC,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.654895,-99.142295,COORDENADA
ECA26072303017,2026-07-23,11:36:00,11,matutina (06-14),TULTEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.69338,-99.108615,COORDENADA
ECA26072303021,2026-07-23,11:37:00,11,matutina (06-14),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.677495,-99.030985,COORDENADA
ECA26072303035,2026-07-23,11:38:00,11,matutina (06-14),TECAMAC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,,,ALTA
ECA26072303110,2026-07-23,11:45:00,11,matutina (06-14),COCOTITLAN,CHALCO,PERSONA AGRESIVA,rina,1.5,19.234767,-98.858411,COORDENADA
ECA26072303123,2026-07-23,11:46:00,11,matutina (06-14),NEXTLALPAN,SIN CATALOGAR,PERSONA AGRESIVA,rina,1.5,19.737832,-99.078562,COORDENADA
ECA26072303141,2026-07-23,11:48:00,11,matutina (06-14),IXTAPALUCA,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.33367,-98.90942,COORDENADA
ECA26072303171,2026-07-23,11:51:00,11,matutina (06-14),LA PAZ,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.365475,-98.97206,COORDENADA
ECA26072303196,2026-07-23,11:54:00,11,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.39052,-98.99914,COORDENADA
ECA26072303253,2026-07-23,12:11:00,12,matutina (06-14),TEXCOCO,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.429175,-98.90005,COORDENADA
ECA26072303256,2026-07-23,12:12:00,12,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.659765,-99.081865,COORDENADA
ECA26072303259,2026-07-23,12:12:00,12,matutina (06-14),TULTITLAN,METROPOLITANA,RIÑA,rina,1.5,19.659765,-99.081865,COORDENADA
ECA26072303281,2026-07-23,12:17:00,12,matutina (06-14),COACALCO DE BERRIOZABAL,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.62956,-99.111985,COORDENADA
ECA26072303307,2026-07-23,12:23:00,12,matutina (06-14),TLALNEPANTLA,METROPOLITANA,ROBO A CASA HABITACION CON VIOLENCIA,robo_violento,2.0,19.540365,-99.17573,COORDENADA
ECA26072303354,2026-07-23,12:26:00,12,matutina (06-14),TULTEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.70577,-99.08651,COORDENADA
ECA26072303408,2026-07-23,12:32:00,12,matutina (06-14),HUEHUETOCA,ECATEPEC,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.834712,-99.204711,COORDENADA
ECA26072303416,2026-07-23,12:32:00,12,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.620225,-99.15915,COORDENADA
ECA26072303462,2026-07-23,12:38:00,12,matutina (06-14),ECATEPEC,ECATEPEC,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.64257,-99.065245,COORDENADA
ECA26072303501,2026-07-23,12:42:00,12,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.52556,-99.02044,COORDENADA
ECA26072303596,2026-07-23,12:50:00,12,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.43051,-99.05124,COORDENADA
ECA26072303675,2026-07-23,12:57:00,12,matutina (06-14),VALLE DE CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.295625,-98.95432,COORDENADA
ECA26072303701,2026-07-23,12:59:00,12,matutina (06-14),OTUMBA,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.722323,-98.792251,COORDENADA
ECA26072303725,2026-07-23,13:02:00,13,matutina (06-14),TEXCOCO,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.506865,-98.873805,COORDENADA
ECA26072303732,2026-07-23,13:02:00,13,matutina (06-14),TEPOTZOTLAN,METROPOLITANA,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.77136,-99.219282,COORDENADA
ECA26072303734,2026-07-23,13:03:00,13,matutina (06-14),CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,19.262595,-98.89674,COORDENADA
ECA26072303740,2026-07-23,13:04:00,13,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.59912,-99.273875,COORDENADA
ECA26072303748,2026-07-23,13:05:00,13,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.60545,-99.16631,COORDENADA
ECA26072303754,2026-07-23,13:06:00,13,matutina (06-14),NICOLAS ROMERO,METROPOLITANA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.60399,-99.29432,COORDENADA
ECA26072303783,2026-07-23,13:08:00,13,matutina (06-14),CHALCO,CHALCO,PERSONA AGRESIVA,rina,1.5,,,ALTA
ECA26072303799,2026-07-23,13:09:00,13,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.420915,-99.031525,COORDENADA
ECA26072303853,2026-07-23,13:14:00,13,matutina (06-14),ECATEPEC,ECATEPEC,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.61048,-99.05533,COORDENADA
ECA26072303855,2026-07-23,13:14:00,13,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.61048,-99.05533,COORDENADA
ECA26072303895,2026-07-23,13:18:00,13,matutina (06-14),CHIAUTLA,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.564595,-98.874857,COORDENADA
ECA26072303917,2026-07-23,13:19:00,13,matutina (06-14),ZUMPANGO,ECATEPEC,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.79702,-99.079705,COORDENADA
ECA26072303935,2026-07-23,13:21:00,13,matutina (06-14),VALLE DE CHALCO,CHALCO,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.26981,-98.932785,COORDENADA
ECA26072303936,2026-07-23,13:22:00,13,matutina (06-14),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.51286,-99.22023,COORDENADA
ECA26072303953,2026-07-23,13:23:00,13,matutina (06-14),ECATEPEC,ECATEPEC,RIÑA,rina,1.5,19.52556,-99.02044,COORDENADA
ECA26072303957,2026-07-23,13:24:00,13,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.399325,-99.022895,COORDENADA
ECA26072303961,2026-07-23,13:24:00,13,matutina (06-14),TECAMAC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.74686,-98.97408,COORDENADA
ECA26072303966,2026-07-23,13:25:00,13,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.62416,-99.05909,COORDENADA
ECA26072303993,2026-07-23,13:27:00,13,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.61048,-99.05533,COORDENADA
ECA26072304000,2026-07-23,13:28:00,13,matutina (06-14),CHALCO,CHALCO,RIÑA,rina,1.5,19.287925,-98.90602,COORDENADA
ECA26072304010,2026-07-23,13:28:00,13,matutina (06-14),HUEHUETOCA,ECATEPEC,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.833608,-99.20898,COORDENADA
ECA26072304027,2026-07-23,13:30:00,13,matutina (06-14),NEZAHUALCOYOTL,ORIENTE,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.40718,-99.0181,COORDENADA
ECA26072304112,2026-07-23,13:38:00,13,matutina (06-14),TULTITLAN,METROPOLITANA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.58296,-99.17264,COORDENADA
ECA26072304147,2026-07-23,13:42:00,13,matutina (06-14),COYOTEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.779979,-99.183637,COORDENADA
ECA26072304199,2026-07-23,13:46:00,13,matutina (06-14),TULTITLAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.616215,-99.176365,COORDENADA
ECA26072304302,2026-07-23,13:58:00,13,matutina (06-14),ECATEPEC,ECATEPEC,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.56133,-99.05755,COORDENADA
ECA26072304343,2026-07-23,14:01:00,14,vespertina (14-22),ECATEPEC,ECATEPEC,PRIVACION DE LA LIBERTAD,alta_incidencia,4.0,19.54237,-99.0643,COORDENADA
ECA26072304352,2026-07-23,14:02:00,14,vespertina (14-22),TECAMAC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.722565,-98.94769,COORDENADA
ECA26072304404,2026-07-23,14:07:00,14,vespertina (14-22),CHICOLOAPAN,SIN CATALOGAR,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.41848,-98.88686,COORDENADA
ECA26072304406,2026-07-23,14:07:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.26825,-98.958405,COORDENADA
ECA26072304409,2026-07-23,14:08:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.289905,-98.92147,COORDENADA
ECA26072304413,2026-07-23,14:08:00,14,vespertina (14-22),TECAMAC,ECATEPEC,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,19.70964,-98.97002,COORDENADA
ECA26072304425,2026-07-23,14:10:00,14,vespertina (14-22),TULTEPEC,ECATEPEC,PERSONA AGRESIVA,rina,1.5,19.65695,-99.116415,COORDENADA
ECA26072304426,2026-07-23,14:10:00,14,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.539185,-99.199485,COORDENADA
ECA26072304479,2026-07-23,14:15:00,14,vespertina (14-22),LA PAZ,ORIENTE,RIÑA,rina,1.5,19.36852,-98.98659,COORDENADA
ECA26072304555,2026-07-23,14:23:00,14,vespertina (14-22),VALLE DE CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.294035,-98.94555,COORDENADA
ECA26072304687,2026-07-23,14:40:00,14,vespertina (14-22),CHIMALHUACAN,ORIENTE,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.43371,-98.94028,COORDENADA
ECA26072304691,2026-07-23,14:40:00,14,vespertina (14-22),HUEHUETOCA,ECATEPEC,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.846307,-99.229271,COORDENADA
ECA26072304692,2026-07-23,14:40:00,14,vespertina (14-22),CHALCO,CHALCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.262595,-98.89674,COORDENADA
ECA26072304693,2026-07-23,14:40:00,14,vespertina (14-22),HUEHUETOCA,ECATEPEC,RIÑA,rina,1.5,19.833173,-99.250001,COORDENADA
ECA26072304738,2026-07-23,14:45:00,14,vespertina (14-22),NEZAHUALCOYOTL,ORIENTE,PERSONA AGRESIVA,rina,1.5,19.41372,-99.03552,COORDENADA
ECA26072304757,2026-07-23,14:47:00,14,vespertina (14-22),TLALNEPANTLA,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.545845,-99.15825,COORDENADA
TOL26072400563,2026-07-24,03:02:00,3,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.287235,-99.689635,COORDENADA
TOL26072400573,2026-07-24,03:07:00,3,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA LESIONADA POR PROYECTIL DE ARMA DE FUEGO,arma_fuego,6.0,19.456506,-99.237424,COORDENADA
TOL26072400588,2026-07-24,03:16:00,3,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.445865,-99.244265,COORDENADA
TOL26072400621,2026-07-24,03:33:00,3,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.46089,-99.26406,COORDENADA
TOL26072400623,2026-07-24,03:34:00,3,nocturna (22-06),METEPEC,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.284875,-99.597985,COORDENADA
TOL26072400656,2026-07-24,03:51:00,3,nocturna (22-06),ZINACANTEPEC,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,,,MEDIA
TOL26072400708,2026-07-24,04:24:00,4,nocturna (22-06),IXTLAHUACA,ATLACOMULCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.568332,-99.822967,COORDENADA
TOL26072400728,2026-07-24,04:37:00,4,nocturna (22-06),TOLUCA,VALLE TOLUCA,TENTATIVA DE SUICIDIO,deceso_dudoso,3.0,19.2708,-99.67488,COORDENADA
TOL26072400734,2026-07-24,04:39:00,4,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.50625,-99.21967,COORDENADA
TOL26072400736,2026-07-24,04:41:00,4,nocturna (22-06),TOLUCA,VALLE TOLUCA,TENTATIVA DE SUICIDIO,deceso_dudoso,3.0,19.26138,-99.66847,COORDENADA
TOL26072400743,2026-07-24,04:44:00,4,nocturna (22-06),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.45333,-99.24257,COORDENADA
TOL26072400756,2026-07-24,04:53:00,4,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.49228,-99.24765,COORDENADA
TOL26072400781,2026-07-24,05:19:00,5,nocturna (22-06),METEPEC,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.271145,-99.591685,COORDENADA
TOL26072400792,2026-07-24,05:26:00,5,nocturna (22-06),JILOTEPEC,ATLACOMULCO,PERSONA AGRESIVA,rina,1.5,19.95988,-99.528228,COORDENADA
TOL26072400794,2026-07-24,05:28:00,5,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.50987,-99.240175,COORDENADA
TOL26072400821,2026-07-24,05:42:00,5,nocturna (22-06),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.344595,-99.64724,COORDENADA
TOL26072400838,2026-07-24,05:53:00,5,nocturna (22-06),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.45516,-99.24725,COORDENADA
TOL26072400920,2026-07-24,06:33:00,6,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.24273,-99.7621,COORDENADA
TOL26072400924,2026-07-24,06:35:00,6,matutina (06-14),NAUCALPAN,METROPOLITANA,PERSONA TIRADA EN LA VIA PUBLICA CON HUELLAS DE VIOLENCIA,letal,5.0,19.46579,-99.23333,COORDENADA
TOL26072400973,2026-07-24,06:51:00,6,matutina (06-14),TOLUCA,VALLE TOLUCA,PERSONA NO LOCALIZADA O DESAPARECIDA,desaparicion,3.0,19.32345,-99.62646,COORDENADA
TOL26072401013,2026-07-24,07:08:00,7,matutina (06-14),TENANCINGO,IXTAPAN,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,18.956064,-99.584413,COORDENADA
TOL26072401224,2026-07-24,08:14:00,8,matutina (06-14),HUIXQUILUCAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.382886,-99.304135,COORDENADA
TOL26072401245,2026-07-24,08:18:00,8,matutina (06-14),IXTLAHUACA,ATLACOMULCO,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.706203,-99.876165,COORDENADA
TOL26072401253,2026-07-24,08:20:00,8,matutina (06-14),TOLUCA,VALLE TOLUCA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.28475,-99.66256,COORDENADA
TOL26072401273,2026-07-24,08:24:00,8,matutina (06-14),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.309993,-99.56148,COORDENADA
TOL26072401325,2026-07-24,08:34:00,8,matutina (06-14),TOLUCA,VALLE TOLUCA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.306679,-99.626011,COORDENADA
TOL26072401336,2026-07-24,08:36:00,8,matutina (06-14),ATLACOMULCO,ATLACOMULCO,ROBO DE VEHICULO PARTICULAR CON VIOLENCIA,robo_violento,2.0,,,ALTA
TOL26072401515,2026-07-24,09:07:00,9,matutina (06-14),ALMOLOYA,VALLE TOLUCA,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,,,ALTA
TOL26072401559,2026-07-24,09:15:00,9,matutina (06-14),TOLUCA,VALLE TOLUCA,ROBO A NEGOCIO CON VIOLENCIA,robo_violento,2.0,19.3246,-99.65667,COORDENADA
TOL26072401617,2026-07-24,09:26:00,9,matutina (06-14),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA DROGADA,rina,1.5,19.26898,-99.67605,COORDENADA
TOL26072401683,2026-07-24,09:38:00,9,matutina (06-14),VILLA DEL CARBON,ATLACOMULCO,DETONACION POR ARMA DE FUEGO,arma_fuego,4.0,19.729099,-99.464788,COORDENADA
TOL26072401686,2026-07-24,09:39:00,9,matutina (06-14),NAUCALPAN,METROPOLITANA,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.44768,-99.24638,COORDENADA
TOL26072401709,2026-07-24,09:43:00,9,matutina (06-14),TENANCINGO,IXTAPAN,PERSONA AGRESIVA,rina,1.5,19.012611,-99.539265,COORDENADA
TOL26072401805,2026-07-24,10:02:00,10,matutina (06-14),IXTLAHUACA,ATLACOMULCO,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.703303,-99.879638,COORDENADA
TOL26072401913,2026-07-24,10:16:00,10,matutina (06-14),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.30165,-99.63704,COORDENADA
TOL26072402085,2026-07-24,10:40:00,10,matutina (06-14),JIQUIPILCO,ATLACOMULCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.568181,-99.689244,COORDENADA
TOL26072402104,2026-07-24,10:43:00,10,matutina (06-14),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.45829,-99.24799,COORDENADA
TOL26072402109,2026-07-24,10:44:00,10,matutina (06-14),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.27872,-99.660655,COORDENADA
TOL26072402152,2026-07-24,10:51:00,10,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.29807,-99.752945,COORDENADA
TOL26072402155,2026-07-24,10:51:00,10,matutina (06-14),NAUCALPAN,METROPOLITANA,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,19.45829,-99.24799,COORDENADA
TOL26072402198,2026-07-24,10:55:00,10,matutina (06-14),NAUCALPAN,METROPOLITANA,VIOLENCIA DE PAREJA,violencia_genero,2.0,19.45829,-99.24799,COORDENADA
TOL26072402270,2026-07-24,11:07:00,11,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.34476,-99.613025,COORDENADA
TOL26072402422,2026-07-24,11:24:00,11,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,RIÑA,rina,1.5,19.257955,-99.76416,COORDENADA
TOL26072402479,2026-07-24,11:29:00,11,matutina (06-14),DONATO GUERRA,VALLE DE BRAVO,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.299823,-100.075027,COORDENADA
TOL26072402509,2026-07-24,11:32:00,11,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.28666,-99.70422,COORDENADA
TOL26072402602,2026-07-24,11:42:00,11,matutina (06-14),TENANGO DEL VALLE,IXTAPAN,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.069497,-99.613597,COORDENADA
TOL26072402742,2026-07-24,12:03:00,12,matutina (06-14),TOLUCA,VALLE TOLUCA,RIÑA,rina,1.5,19.30996,-99.624065,COORDENADA
TOL26072402766,2026-07-24,12:04:00,12,matutina (06-14),TOLUCA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.292223,-99.653,COORDENADA
TOL26072402780,2026-07-24,12:05:00,12,matutina (06-14),LERMA,SIN CATALOGAR,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.3012,-99.52461,COORDENADA
TOL26072402816,2026-07-24,12:10:00,12,matutina (06-14),TENANGO DEL VALLE,IXTAPAN,PORTACION DE ARMA BLANCA,arma_blanca,2.0,19.0703,-99.613587,COORDENADA
TOL26072402889,2026-07-24,12:18:00,12,matutina (06-14),JIQUIPILCO,ATLACOMULCO,VIOLENCIA FAMILIAR,violencia_genero,2.0,19.616857,-99.667666,COORDENADA
TOL26072402893,2026-07-24,12:18:00,12,matutina (06-14),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.264995,-99.65297,COORDENADA
TOL26072402922,2026-07-24,12:21:00,12,matutina (06-14),TENANGO DEL VALLE,IXTAPAN,PERSONA AGRESIVA,rina,1.5,19.107535,-99.583614,COORDENADA
TOL26072402950,2026-07-24,12:24:00,12,matutina (06-14),TENANGO DEL VALLE,IXTAPAN,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.099634,-99.591379,COORDENADA
TOL26072403089,2026-07-24,12:39:00,12,matutina (06-14),ALMOLOYA,VALLE TOLUCA,PORTACION DE ARMAS DE FUEGO O CARTUCHOS,arma_fuego,3.0,19.475403,-99.866936,COORDENADA
TOL26072403119,2026-07-24,12:43:00,12,matutina (06-14),LERMA,SIN CATALOGAR,PERSONA AGRESIVA,rina,1.5,19.282225,-99.51317,COORDENADA
TOL26072403332,2026-07-24,13:05:00,13,matutina (06-14),XONACATLAN,SIN CATALOGAR,PERSONA AGRESIVA,rina,1.5,19.27258,-99.65647,COORDENADA
TOL26072403462,2026-07-24,13:20:00,13,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,ROBO DE MOTOCICLETA CON VIOLENCIA,robo_violento,2.0,19.257955,-99.76416,COORDENADA
TOL26072403508,2026-07-24,13:25:00,13,matutina (06-14),TENANCINGO,IXTAPAN,VIOLENCIA CONTRA LAS MUJERES,violencia_genero,2.0,18.960344,-99.58957,COORDENADA
TOL26072403552,2026-07-24,13:29:00,13,matutina (06-14),ALMOLOYA,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.294713,-99.769683,COORDENADA
TOL26072403553,2026-07-24,13:29:00,13,matutina (06-14),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.43997,-99.26717,COORDENADA
TOL26072403574,2026-07-24,13:31:00,13,matutina (06-14),ZINACANTEPEC,VALLE TOLUCA,ROBO A TRANSEUNTE CON VIOLENCIA,robo_violento,2.0,19.257955,-99.76416,COORDENADA
TOL26072403650,2026-07-24,13:40:00,13,matutina (06-14),SAN MATEO ATENCO,VALLE TOLUCA,PERSONA AGRESIVA,rina,1.5,19.273245,-99.539475,COORDENADA
TOL26072403668,2026-07-24,13:43:00,13,matutina (06-14),ATLACOMULCO,ATLACOMULCO,PERSONA TIRADA EN VIA PUBLICA,deceso_dudoso,3.0,19.80357,-99.87053,COORDENADA
TOL26072403719,2026-07-24,13:51:00,13,matutina (06-14),HUIXQUILUCAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.35111,-99.33211,COORDENADA
TOL26072403784,2026-07-24,13:58:00,13,matutina (06-14),NAUCALPAN,METROPOLITANA,PERSONA AGRESIVA,rina,1.5,19.447395,-99.253865,COORDENADA
TOL26072403845,2026-07-24,14:06:00,14,vespertina (14-22),TOLUCA,VALLE TOLUCA,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,rina,1.5,19.23127,-99.670315,COORDENADA
